frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,223111.467863,113833.000000,45.199558
4,197453.655504,151411.000000,58.813264
8,86987.056060,63297.000000,517.845537
16,645747.573213,436185.000000,141.484982
32,270787.123634,95904.000000,334.536993
64,376895.978862,282193.000000,13092.307321
128,524998.838642,192167.000000,292.509829
256,183641.088877,84907.000000,16799.406686
512,335667.065234,216043.000000,19453.733164
1024,309810.640842,272642.000000,1172.491791
2048,637321.127924,333230.000000,24986.191627
4096,590758.116881,197357.000000,237368.233549
8192,301301.694839,82264.000000,200951.168693
16384,354815.189324,138004.000000,187485.822109
32768,3970259.398873,192178.000000,1435264.442716
65536,2941553.079565,148146.000000,2914041.183601
