frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,141560.200862,65966.000000,45.705580
4,395800.371219,232626.000000,34.029399
8,312889.135233,274266.000000,54.626001
16,516904.502113,224054.000000,48.321838
32,536467.138179,218256.000000,84.344532
64,239424.396589,108675.000000,639.407538
128,91208.472814,27139.000000,7350.247139
256,437284.622947,224492.000000,53440.435496
512,589126.644822,275143.000000,153244.398736
1024,205031.045539,104497.000000,3293.485236
2048,617001.057100,197928.000000,4714.798617
4096,423145.103376,95630.000000,29260.101042
8192,770284.710327,103902.000000,42125.364082
16384,255336.608435,80966.000000,128756.919554
32768,2823207.707146,137514.000000,2724956.479929
65536,1042190.155987,272477.000000,487097.659625
