frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,193193.593015,121430.000000,1648.262115
4,238430.887842,139255.000000,167.749814
8,173525.841398,103631.000000,251.107547
16,307059.743596,191834.000000,238.468027
32,191016.352211,91310.000000,215.557417
64,571766.508517,267267.000000,207.477710
128,420025.423602,251770.000000,386.953486
256,736579.667918,241739.000000,2069.379134
512,235731.817186,104425.000000,10960.623796
1024,612966.403242,263496.000000,25932.137050
2048,871858.024342,258856.000000,65185.909827
4096,558207.746503,184494.000000,39483.142897
8192,766084.895192,135302.000000,398699.073012
16384,2344442.555066,215695.000000,2057876.199889
32768,2121641.260366,179342.000000,1123605.221754
65536,10626062.577090,303051.000000,10444329.328121
