frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,170080.493385,84686.000000,321.554039
4,188105.764675,121968.000000,71.309186
8,372747.285494,208158.000000,98.787651
16,589752.477980,204138.000000,498.906805
32,377938.645719,209828.000000,1432.707926
64,542110.588895,256357.000000,67.245818
128,264544.897486,138830.000000,4732.192832
256,279575.636172,93130.000000,22094.169095
512,609955.269874,183403.000000,17887.569203
1024,835536.203665,298803.000000,1931.115222
2048,217855.624323,59048.000000,23092.524591
4096,631723.487343,239451.000000,379037.727881
8192,1914487.468094,299651.000000,554497.400119
16384,670691.689404,100825.000000,544214.701770
32768,1237410.749374,175489.000000,559672.049535
65536,1310472.926550,244952.000000,1168427.902748
