arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
22,8.500000,262144,35949746.283631
22,9.800000,32768,46595396.631854
22,12.400000,4096,69733652.943448
22,18.900000,512,112946409.547666
22,56.300000,64,202519218.109794
22,60.000000,12,189012319.610869
22,60.000000,18,180527592.559836
22,60.000000,24,170928532.501536
