arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
26,8.500000,262144,28507910.368613
26,9.800000,32768,39460004.443499
26,12.400000,4096,59454144.177740
26,18.900000,512,105830552.868123
26,56.300000,64,189426117.430467
26,60.000000,12,177238818.569001
26,60.000000,18,167274076.898249
26,60.000000,24,159686379.171439
