arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
32,8.500000,262144,19154131.743154
32,9.800000,32768,29675342.202452
32,12.400000,4096,49114944.139367
32,18.900000,512,87795222.734616
32,56.300000,64,170142641.685769
32,60.000000,12,159806993.609256
32,60.000000,18,151618541.565346
32,60.000000,24,144065940.939423
