arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
32,8.500000,262144,4233917.487803
32,9.800000,32768,6051237.346749
32,12.400000,4096,9732707.435429
32,18.900000,512,17438272.619551
32,56.300000,64,30046008.390181
32,60.000000,12,29081890.267885
32,60.000000,18,27672605.772974
32,60.000000,24,26528655.784529
