arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
40,8.500000,262144,18293162.466105
40,9.800000,32768,25837291.084163
40,12.400000,4096,51066579.757653
40,18.900000,512,105123630.599030
40,56.300000,64,172303176.075288
40,60.000000,12,170938617.447091
40,60.000000,18,164994855.896257
40,60.000000,24,156437216.923308
