arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
38.00,30.00,15.00,100.00,0.00,397
34.00,16.77,64.00,100.00,0.00,397
34.00,30.00,9.00,100.00,0.00,397
36.00,30.00,9.00,100.00,0.00,397
36.00,30.00,18.00,100.00,0.00,397
38.00,16.77,64.00,100.00,0.00,397
32.00,30.00,15.00,100.00,0.00,397
40.00,30.00,15.00,100.00,0.00,397
34.00,30.00,15.00,100.00,0.00,397
40.00,16.77,64.00,100.00,0.00,397
40.00,30.00,9.00,100.00,0.00,397
38.00,30.00,12.00,100.00,0.00,397
34.00,30.00,12.00,100.00,0.00,397
32.00,30.00,9.00,100.00,0.00,397
34.00,30.00,6.00,100.00,0.00,397
36.00,30.00,12.00,100.00,0.00,397
36.00,30.00,6.00,100.00,0.00,397
40.00,30.00,6.00,100.00,0.00,397
32.00,30.00,18.00,100.00,0.00,397
38.00,30.00,6.00,100.00,0.00,397
38.00,30.00,18.00,100.00,0.00,397
36.00,16.77,64.00,100.00,0.00,397
32.00,16.77,64.00,100.00,0.00,397
38.00,30.00,9.00,100.00,0.00,397
34.00,30.00,18.00,100.00,0.00,397
30.00,30.00,12.00,100.00,0.00,397
40.00,30.00,18.00,100.00,0.00,397
36.00,30.00,15.00,100.00,0.00,397
40.00,30.00,12.00,100.00,0.00,397
32.00,30.00,6.00,100.00,0.00,397
32.00,30.00,12.00,100.00,0.00,397
30.00,30.00,18.00,100.00,0.00,397
30.00,30.00,9.00,100.00,0.00,397
30.00,30.00,6.00,100.00,0.00,397
30.00,16.77,64.00,100.00,0.00,397
30.00,30.00,15.00,100.00,0.00,397
28.00,30.00,6.00,100.00,0.00,397
28.00,30.00,9.00,100.00,0.00,397
28.00,16.77,64.00,100.00,0.00,397
28.00,30.00,15.00,100.00,0.00,397
24.00,30.00,12.00,100.00,0.00,397
24.00,30.00,9.00,100.00,0.00,396
26.00,30.00,15.00,100.00,0.00,397
28.00,30.00,12.00,100.00,0.00,397
28.00,30.00,18.00,100.00,0.00,397
26.00,16.77,64.00,100.00,0.00,397
22.00,30.00,9.00,100.00,0.00,396
22.00,30.00,12.00,100.00,0.00,396
40.00,7.92,512.00,4.79,95.21,397
20.00,30.00,6.00,100.00,0.00,395
24.00,30.00,15.00,100.00,0.00,397
22.00,30.00,18.00,100.00,0.00,396
26.00,30.00,6.00,100.00,0.00,396
24.00,16.77,64.00,100.00,0.00,397
38.00,5.65,4096.00,2.52,97.48,397
36.00,4.64,32768.00,0.76,99.24,397
24.00,30.00,6.00,100.00,0.00,396
32.00,4.07,262144.00,1.51,98.49,397
20.00,30.00,9.00,100.00,0.00,395
30.00,7.92,512.00,4.79,95.21,397
22.00,5.65,4096.00,0.76,99.24,395
26.00,30.00,12.00,100.00,0.00,396
26.00,7.92,512.00,5.05,94.95,396
28.00,5.65,4096.00,0.50,99.50,397
34.00,7.92,512.00,4.79,95.21,397
36.00,5.65,4096.00,1.51,98.49,397
20.00,30.00,15.00,100.00,0.00,395
32.00,4.64,32768.00,2.02,97.98,397
20.00,4.07,262144.00,0.51,99.49,395
28.00,7.92,512.00,7.07,92.93,396
22.00,30.00,6.00,100.00,0.00,396
26.00,30.00,9.00,100.00,0.00,396
26.00,4.64,32768.00,2.27,97.73,397
26.00,5.65,4096.00,1.51,98.49,397
22.00,30.00,15.00,100.00,0.00,396
30.00,4.07,262144.00,0.25,99.75,397
26.00,30.00,18.00,100.00,0.00,397
20.00,7.92,512.00,5.56,94.44,396
24.00,30.00,18.00,100.00,0.00,396
38.00,7.92,512.00,4.53,95.47,397
24.00,5.65,4096.00,1.26,98.74,397
22.00,7.92,512.00,8.06,91.94,397
34.00,5.65,4096.00,0.50,99.50,397
26.00,4.07,262144.00,2.02,97.98,397
38.00,4.64,32768.00,0.25,99.75,397
40.00,4.64,32768.00,1.26,98.74,397
38.00,4.07,262144.00,1.51,98.49,397
34.00,4.64,32768.00,1.51,98.49,397
24.00,4.07,262144.00,1.26,98.74,397
28.00,4.07,262144.00,1.77,98.23,395
32.00,5.65,4096.00,2.53,97.47,395
28.00,4.64,32768.00,2.02,97.98,397
22.00,4.07,262144.00,0.51,99.49,396
36.00,4.07,262144.00,0.50,99.50,397
32.00,7.92,512.00,6.05,93.95,397
40.00,5.65,4096.00,1.76,98.24,397
20.00,30.00,18.00,100.00,0.00,394
20.00,5.65,4096.00,0.25,99.75,396
30.00,5.65,4096.00,0.25,99.75,397
20.00,4.64,32768.00,4.04,95.96,396
24.00,4.64,32768.00,2.77,97.23,397
34.00,4.07,262144.00,0.50,99.50,397
30.00,4.64,32768.00,1.77,98.23,396
22.00,4.64,32768.00,0.25,99.75,397
36.00,7.92,512.00,6.05,93.95,397
20.00,30.00,12.00,100.00,0.00,395
20.00,16.77,64.00,100.00,0.00,395
40.00,4.07,262144.00,2.02,97.98,397
22.00,16.77,64.00,100.00,0.00,396
24.00,7.92,512.00,1.77,98.23,396
