arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
40.00,30.00,18.00,100.00,0.00,397
38.00,30.00,9.00,100.00,0.00,397
38.00,30.00,15.00,100.00,0.00,397
38.00,30.00,12.00,100.00,0.00,397
38.00,30.00,18.00,100.00,0.00,397
34.00,16.77,64.00,100.00,0.00,397
36.00,30.00,6.00,100.00,0.00,397
36.00,30.00,9.00,100.00,0.00,397
36.00,30.00,15.00,100.00,0.00,397
40.00,30.00,6.00,100.00,0.00,397
40.00,30.00,12.00,100.00,0.00,397
34.00,30.00,6.00,100.00,0.00,397
34.00,30.00,9.00,100.00,0.00,397
32.00,30.00,15.00,100.00,0.00,397
36.00,16.77,64.00,100.00,0.00,397
40.00,30.00,9.00,100.00,0.00,397
34.00,30.00,18.00,100.00,0.00,397
34.00,30.00,12.00,100.00,0.00,397
40.00,30.00,15.00,100.00,0.00,397
34.00,30.00,15.00,100.00,0.00,397
38.00,30.00,6.00,100.00,0.00,397
32.00,16.77,64.00,100.00,0.00,397
40.00,16.77,64.00,100.00,0.00,397
36.00,30.00,18.00,100.00,0.00,397
32.00,30.00,18.00,100.00,0.00,397
38.00,16.77,64.00,100.00,0.00,397
32.00,30.00,6.00,100.00,0.00,397
30.00,16.77,64.00,100.00,0.00,397
32.00,30.00,12.00,100.00,0.00,397
32.00,30.00,9.00,100.00,0.00,397
36.00,30.00,12.00,100.00,0.00,397
30.00,30.00,12.00,100.00,0.00,397
30.00,30.00,15.00,100.00,0.00,397
30.00,30.00,18.00,100.00,0.00,397
30.00,30.00,9.00,100.00,0.00,397
28.00,30.00,6.00,100.00,0.00,397
28.00,30.00,12.00,100.00,0.00,397
30.00,30.00,6.00,100.00,0.00,397
30.00,4.07,262144.00,0.76,99.24,397
28.00,30.00,9.00,100.00,0.00,396
20.00,4.07,262144.00,1.53,98.47,393
38.00,7.92,512.00,4.79,95.21,397
22.00,5.65,4096.00,2.30,97.70,391
28.00,30.00,15.00,100.00,0.00,397
32.00,4.07,262144.00,0.76,99.24,395
40.00,4.64,32768.00,0.50,99.50,397
26.00,30.00,12.00,100.00,0.00,397
36.00,4.64,32768.00,1.51,98.49,397
34.00,4.07,262144.00,1.26,98.74,396
28.00,30.00,18.00,100.00,0.00,397
24.00,16.77,64.00,100.00,0.00,396
24.00,30.00,9.00,100.00,0.00,396
22.00,30.00,18.00,100.00,0.00,396
24.00,30.00,18.00,100.00,0.00,396
26.00,30.00,18.00,100.00,0.00,397
24.00,5.65,4096.00,0.77,99.23,390
34.00,4.64,32768.00,1.01,98.99,397
26.00,7.92,512.00,4.53,95.47,397
22.00,4.07,262144.00,0.76,99.24,397
22.00,30.00,6.00,100.00,0.00,395
20.00,30.00,15.00,100.00,0.00,396
30.00,5.65,4096.00,1.26,98.74,397
34.00,5.65,4096.00,1.26,98.74,397
28.00,16.77,64.00,100.00,0.00,397
24.00,4.07,262144.00,0.50,99.50,397
26.00,30.00,6.00,100.00,0.00,397
24.00,30.00,6.00,100.00,0.00,396
22.00,30.00,9.00,100.00,0.00,396
20.00,30.00,6.00,100.00,0.00,396
36.00,5.65,4096.00,1.76,98.24,397
30.00,4.64,32768.00,2.27,97.73,396
34.00,7.92,512.00,7.56,92.44,397
26.00,16.77,64.00,100.00,0.00,397
22.00,16.77,64.00,100.00,0.00,396
22.00,30.00,15.00,100.00,0.00,395
32.00,5.65,4096.00,2.27,97.73,397
30.00,7.92,512.00,3.53,96.47,397
28.00,4.64,32768.00,0.50,99.50,397
32.00,7.92,512.00,8.31,91.69,397
26.00,30.00,15.00,100.00,0.00,397
