frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
4,501189.096759,468832.247528,492421.978662,467315.013510,500056.758298,501189.096759,140008.000000,92893.000000,155151.000000,95721.000000,125649.000000,140008.000000
8192,1410187.772122,1309067.147327,1337685.872233,1307651.365622,1332989.611981,1393351.207291,259707.000000,60548.000000,53960.000000,150228.000000,181643.000000,244377.000000
2,437789.548998,405270.401109,421177.047224,421177.047224,438040.858815,437789.548998,119968.000000,78937.000000,81685.000000,81685.000000,119968.000000,119968.000000
1024,469686.962578,445124.004747,445124.004747,523381.387794,470073.123857,469686.962578,95962.000000,95962.000000,95962.000000,184216.000000,95962.000000,95962.000000
8,347593.311426,413407.445625,347203.984024,342941.455857,344577.589750,347593.311426,46662.000000,192008.000000,100056.000000,50055.000000,46662.000000,46662.000000
32768,258043.704165,253472.396481,254106.827848,257406.189032,258068.776015,258043.704165,23901.000000,25030.000000,26826.000000,23901.000000,23901.000000,23901.000000
4096,1716891.447493,1566825.491313,1572467.184011,1634808.087769,1638940.364788,1716891.447493,84003.000000,71714.000000,89205.000000,76554.000000,84003.000000,84003.000000
16,651105.604912,573165.242154,567809.985155,565641.289613,575556.629461,638890.823468,102528.000000,100230.000000,107613.000000,100230.000000,102528.000000,102528.000000
128,976256.789839,859943.743847,862163.902113,866925.123997,909543.179131,937874.649741,114482.000000,107033.000000,107033.000000,120484.000000,114482.000000,114482.000000
64,1240334.158747,1191624.124314,1132749.835606,1177270.863014,1195365.599949,1240334.158747,223226.000000,223226.000000,135904.000000,151112.000000,164762.000000,223226.000000
256,944970.371870,884770.332146,884768.577712,926924.619224,915263.970835,944970.371870,121811.000000,154558.000000,154558.000000,157871.000000,132487.000000,121811.000000
32,1018032.175099,910722.717472,944321.437495,969599.859200,996642.718654,1018032.175099,142442.000000,95721.000000,151550.000000,140822.000000,125803.000000,142442.000000
16384,1724732.977434,1753748.446663,1619460.304709,1720831.586941,1828141.737752,1724732.977434,174242.000000,70710.000000,124697.000000,87724.000000,118751.000000,174242.000000
2048,1603460.291388,1553800.310997,1492751.354963,1483848.873931,1501741.603046,1603460.291388,292838.000000,173938.000000,106607.000000,147182.000000,151157.000000,292838.000000
512,941136.022962,860653.512947,859444.470131,901361.436449,879424.501717,941136.022962,93278.000000,135785.000000,147313.000000,155323.000000,139147.000000,93278.000000
65536,3350414.936582,3240822.184713,3198311.879152,3195218.026401,3283619.416673,3350414.936582,196215.000000,75342.000000,85906.000000,102657.000000,129424.000000,196215.000000
