frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
256,3564930.705727,321552.251776,321552.251776,321552.251776,321552.251776,321552.251776,308060.000000,311931.000000,311931.000000,311931.000000,311931.000000,311931.000000
8192,119304.501654,119191.087326,119191.087326,119191.087326,119191.087326,119191.087326,59514.000000,59514.000000,59514.000000,59514.000000,59514.000000,59514.000000
8,142139.472072,142139.472072,142139.472072,142139.472072,142139.472072,142139.472072,95443.000000,95443.000000,95443.000000,95443.000000,95443.000000,95443.000000
65536,185014.917999,185014.917999,185014.917999,185014.917999,185014.917999,185014.917999,93586.000000,93586.000000,93586.000000,93586.000000,93586.000000,93586.000000
2,97046.840433,97046.840433,97046.840433,97046.840433,97046.840433,97046.840433,29585.000000,29585.000000,29585.000000,29585.000000,29585.000000,29585.000000
2048,129652.897507,129426.918591,129426.918591,129426.918591,129429.583886,129426.918591,64319.000000,64319.000000,64319.000000,64319.000000,64319.000000,64319.000000
4,104902.078859,104902.078859,104902.078859,104902.078859,104902.078859,104902.078859,55688.000000,55688.000000,55688.000000,55688.000000,55688.000000,55688.000000
128,207893.309200,155390.562706,155390.562706,155390.562706,155390.562706,155390.562706,93220.000000,131235.000000,131235.000000,131235.000000,131235.000000,131235.000000
16,168322.376379,168322.376379,168322.376379,168322.376379,168322.376379,168322.376379,128464.000000,128464.000000,128464.000000,128464.000000,128464.000000,128464.000000
512,198947.551443,198947.551443,198947.551443,198947.551443,198947.551443,198947.551443,164091.000000,164091.000000,164091.000000,164091.000000,164091.000000,164091.000000
64,208109.469093,208109.469093,208109.469093,208109.469093,208109.469093,208109.469093,171907.000000,171907.000000,171907.000000,171907.000000,171907.000000,171907.000000
32768,197309.770394,197309.770394,197309.770394,197309.770394,197309.770394,197309.770394,91599.000000,91599.000000,91599.000000,91599.000000,91599.000000,91599.000000
32,170256.872146,170253.503018,170253.503018,170253.503018,170253.503018,170253.503018,148719.000000,148719.000000,148719.000000,148719.000000,148719.000000,148719.000000
16384,306478.568867,306478.568867,306478.568867,306478.568867,306478.568867,306478.568867,222366.000000,222366.000000,222366.000000,222366.000000,222366.000000,222366.000000
4096,357823.673824,357823.673824,357823.673824,357823.673824,357823.673824,357823.673824,292256.000000,292256.000000,292256.000000,292256.000000,292256.000000,292256.000000
1024,487587.662531,487587.662531,487587.662531,487587.662531,487587.662531,487587.662531,287193.000000,287193.000000,287193.000000,287193.000000,287193.000000,287193.000000
