frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
16384,235540.633216,235540.633216,235540.633216,235540.633216,235540.633216,235540.633216,162342.000000,162342.000000,162342.000000,162342.000000,162342.000000,162342.000000
32768,125632.486284,125632.486284,125632.486284,125632.486284,125632.486284,125632.486284,78108.000000,78108.000000,78108.000000,78108.000000,78108.000000,78108.000000
2048,158786.236516,158786.236516,158786.236516,158786.236516,158786.236516,158786.236516,100516.000000,100516.000000,100516.000000,100516.000000,100516.000000,100516.000000
4,169515.194431,401584.439451,169515.194431,169515.194431,169515.194431,169515.194431,121670.000000,121670.000000,121670.000000,121670.000000,121670.000000,121670.000000
32,174003.046002,174003.046002,174003.046002,174003.046002,174003.046002,174003.046002,140888.000000,140888.000000,140888.000000,140888.000000,140888.000000,140888.000000
2,165809.273019,165809.273019,165809.273019,165809.273019,165809.273019,165809.273019,94532.000000,94532.000000,94532.000000,94532.000000,94532.000000,94532.000000
64,184641.575643,184641.575643,184641.575643,184641.575643,184641.575643,184641.575643,152141.000000,152141.000000,152141.000000,152141.000000,152141.000000,152141.000000
512,229153.089445,229153.089445,229153.089445,229153.089445,229153.089445,229153.089445,179695.000000,179695.000000,179695.000000,179695.000000,179695.000000,179695.000000
128,277712.620077,277712.620077,277712.620077,277712.620077,277712.620077,277712.620077,169011.000000,169011.000000,169011.000000,169011.000000,169011.000000,169011.000000
8,286917.361775,286917.361775,286917.361775,286917.361775,286917.361775,286917.361775,219061.000000,219061.000000,219061.000000,219061.000000,219061.000000,219061.000000
16,230557.974941,432350.459964,230557.974941,230557.974941,230557.974941,230557.974941,177973.000000,124215.000000,177973.000000,177973.000000,177973.000000,177973.000000
256,315460.319874,506012.070595,315460.319874,315460.319874,315460.319874,315460.319874,253596.000000,202769.000000,253596.000000,253596.000000,253596.000000,253596.000000
8192,329865.098959,371210.135286,329865.098959,329865.098959,329865.098959,329865.098959,188321.000000,180554.000000,188321.000000,188321.000000,188321.000000,188321.000000
65536,461848.173712,461848.173712,461848.173712,461848.173712,461848.173712,461848.173712,203567.000000,203567.000000,203567.000000,203567.000000,203567.000000,203567.000000
1024,484873.913720,484873.913720,484873.913720,484873.913720,484873.913720,484873.913720,310037.000000,310037.000000,310037.000000,310037.000000,310037.000000,310037.000000
4096,438300.617387,438300.617387,438300.617387,438300.617387,438300.617387,438300.617387,251411.000000,251411.000000,251411.000000,251411.000000,251411.000000,251411.000000
