frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
65536,368889.735211,368889.735211,368889.735211,368889.735211,368889.735211,368889.735211,119127.000000,119127.000000,119127.000000,119127.000000,119127.000000,119127.000000
64,514371.623447,514371.623447,514371.623447,514371.623447,514371.623447,514371.623447,226258.000000,226258.000000,226258.000000,226258.000000,226258.000000,226258.000000
8192,368307.508638,368307.508638,368307.508638,368307.508638,368307.508638,368307.508638,143494.000000,143494.000000,143494.000000,143494.000000,143494.000000,143494.000000
2,240786.070027,240786.070027,240786.070027,240786.070027,240786.070027,240786.070027,115722.000000,115722.000000,115722.000000,115722.000000,115722.000000,115722.000000
8,229111.574382,229111.574382,229111.574382,229111.574382,229111.574382,229111.574382,87664.000000,87664.000000,87664.000000,87664.000000,87664.000000,87664.000000
16,367022.109660,367022.109660,367022.109660,367022.109660,367022.109660,367022.109660,180658.000000,180658.000000,180658.000000,180658.000000,180658.000000,180658.000000
4,327252.894577,327252.894577,327252.894577,327252.894577,327252.894577,327252.894577,166153.000000,166153.000000,166153.000000,166153.000000,166153.000000,166153.000000
4096,425151.944946,425151.944946,425151.944946,425151.944946,425151.944946,425151.944946,187774.000000,187774.000000,187774.000000,187774.000000,187774.000000,187774.000000
512,618849.632020,618849.632020,618849.632020,618849.632020,618849.632020,618849.632020,250100.000000,250100.000000,250100.000000,250100.000000,250100.000000,250100.000000
32,350194.459819,350194.459819,350194.459819,350194.459819,350194.459819,350194.459819,221393.000000,221393.000000,221393.000000,221393.000000,221393.000000,221393.000000
128,402708.187383,402708.187383,402708.187383,402708.187383,402708.187383,402708.187383,243331.000000,243331.000000,243331.000000,243331.000000,243331.000000,243331.000000
2048,427513.259120,427513.259120,427513.259120,427513.259120,427513.259120,427513.259120,276342.000000,276342.000000,276342.000000,276342.000000,276342.000000,276342.000000
1024,702039.405178,670057.658295,670057.658295,670057.658295,670057.658295,670057.658295,240588.000000,263736.000000,263736.000000,263736.000000,263736.000000,263736.000000
256,666964.238211,666964.238211,666964.238211,666964.238211,666964.238211,666964.238211,299640.000000,299640.000000,299640.000000,299640.000000,299640.000000,299640.000000
32768,1319634.792077,1348745.378982,1348745.378982,1348745.378982,1348745.378982,1348745.378982,273037.000000,294518.000000,294518.000000,294518.000000,294518.000000,294518.000000
16384,1475476.381889,1475476.381889,1475476.381889,1475476.381889,1475476.381889,1475476.381889,270841.000000,270841.000000,270841.000000,270841.000000,270841.000000,270841.000000
