frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
4,269351.123630,266081.721452,277943.435758,268139.141786,277561.166643,296421.511163,38383.000000,41468.000000,51819.000000,50923.000000,54063.000000,38197.000000
64,407832.562605,417865.454117,423346.466397,416571.378192,431105.049808,458077.588714,42133.000000,50705.000000,80186.000000,56510.000000,60598.000000,20417.000000
4096,681071.094715,682274.606283,663728.873723,657677.558297,650229.896623,713160.725812,30404.000000,37225.000000,72482.000000,86020.000000,103847.000000,81065.000000
8,392479.376340,380924.811504,388795.578279,382639.873155,402023.265947,422743.308991,32352.000000,42139.000000,83268.000000,65547.000000,48685.000000,92728.000000
2,529676.796719,519725.238346,536707.591865,576978.764735,549796.766214,598295.899484,57442.000000,41104.000000,104537.000000,167092.000000,129501.000000,40985.000000
1024,593288.757900,585295.789871,567722.773222,615156.438828,597280.806295,659313.092674,33496.000000,46134.000000,64220.000000,122300.000000,93519.000000,96290.000000
16,672060.138697,663149.527035,686826.721118,687313.716207,710925.843202,753662.876322,60314.000000,56259.000000,55712.000000,63484.000000,64402.000000,71215.000000
32768,526419.549419,526416.237879,526432.772710,526439.749171,526456.066636,526838.849185,14386.000000,14386.000000,14386.000000,14386.000000,14386.000000,14386.000000
128,938697.930946,931029.104350,933121.075842,997851.678233,1005244.215514,1094888.220191,66893.000000,84811.000000,82608.000000,118353.000000,105693.000000,123944.000000
2048,809510.373783,790497.318735,793545.960722,779685.472014,805302.247248,903968.320258,48740.000000,92576.000000,92576.000000,98245.000000,135998.000000,77664.000000
512,770302.027704,755350.850216,751409.888426,761626.305342,783234.117120,886922.417362,39548.000000,60501.000000,65328.000000,62903.000000,110999.000000,50417.000000
32,1112521.853952,1085658.043815,1062033.939752,1114885.626495,1148315.091102,1221230.981259,60487.000000,85624.000000,106091.000000,173081.000000,198293.000000,305430.000000
256,1070534.199903,1060891.298103,1085323.526739,1071114.191794,1085122.377258,1227534.391332,69753.000000,64084.000000,71151.000000,131388.000000,111992.000000,165773.000000
16384,738704.849717,738105.526191,730798.910935,724992.975738,722501.747473,785531.805271,56217.000000,56217.000000,56217.000000,65635.000000,50210.000000,244927.000000
8192,1302492.419829,1316209.957212,1317571.702260,1269237.141209,1239615.184482,1354647.777191,40909.000000,52579.000000,69395.000000,80799.000000,69069.000000,193081.000000
65536,2250112.296155,2233730.109780,2233730.109780,2191581.198875,2006073.938396,2103689.501969,104859.000000,104859.000000,104859.000000,104859.000000,188497.000000,246926.000000
