arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,272617.46040193393
36.0,4.639,32768,145519.1377826298
36.0,5.649,4096,165693.8633866686
36.0,7.918,512,74832.92711767995
36.0,16.772,64,57241.44926537063
