arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
34.0,4.073,262144,237248.12698101538
34.0,4.639,32768,247397.1917282005
34.0,5.649,4096,148672.53716473666
34.0,7.918,512,170858.90124895456
34.0,16.772,64,138420.41898506158
