arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
32.0,4.073,262144,240133.34218929283
32.0,4.639,32768,246831.34430618814
32.0,5.649,4096,259096.0761262123
32.0,7.918,512,765932.5426667808
32.0,16.772,64,900275.8693517226
