arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,166886.33225042728
28.0,4.639,32768,510937.11367545027
28.0,5.649,4096,1105151.6039982932
28.0,7.918,512,2414929.911949206
28.0,16.772,64,7618657.059735266
