arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,589502.0460422508
24.0,4.639,32768,831773.5673643398
24.0,5.649,4096,2185666.1760788173
24.0,7.918,512,4395993.76149091
24.0,16.772,64,11536335.449918097
