arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
32.0,4.073,262144,1007792.4014423804
32.0,4.639,32768,526028.374184321
32.0,5.649,4096,342832.4604715837
32.0,7.918,512,375046.2768819336
32.0,16.772,64,851769.8953308928
