arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
38.0,4.073,262144,221742.47639773486
38.0,4.639,32768,77844.77264402536
38.0,5.649,4096,74167.64958524707
38.0,7.918,512,79674.60158042838
38.0,16.772,64,56453.83650381965
