arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
28.0,4.073,262144,614734.9166974331
28.0,4.639,32768,1187844.4559966596
28.0,5.649,4096,1899323.6131904959
28.0,7.918,512,7537089.738549886
28.0,16.772,64,21805440.740364455
