arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
24.0,4.073,262144,1413389.5523870976
24.0,4.639,32768,2107686.9605852286
24.0,5.649,4096,6701361.144523327
24.0,7.918,512,12703579.711390525
24.0,16.772,64,32607093.464600597
