arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
36.0,4.073,262144,286261.2990556006
36.0,4.639,32768,134320.52706120536
36.0,5.649,4096,200373.32478900478
36.0,7.918,512,116528.12826523904
36.0,16.772,64,82891.38318305468
