arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
20.0,4.073,262144,2601287.611335394
20.0,4.639,32768,6081227.935530044
20.0,5.649,4096,8810373.381262284
20.0,7.918,512,19035620.975216568
20.0,16.772,64,38390474.69544667
