arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
40.0,4.073,262144,267962.89520939277
40.0,4.639,32768,197193.1782922523
40.0,5.649,4096,57255.35190704883
40.0,7.918,512,50747.01037499648
40.0,16.772,64,36794.486448379736
