arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
28.0,4.073,262144,754877.2541142036
28.0,4.639,32768,2528082.095332349
28.0,5.649,4096,2292193.908207593
28.0,7.918,512,7619895.275640145
28.0,16.772,64,22953763.10654924
