arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,437032.76475683146
30.0,4.639,32768,400129.01336069097
30.0,5.649,4096,669920.2032048295
30.0,7.918,512,459379.4050509883
30.0,16.772,64,5133625.8510959875
