arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
22.0,4.073,262144,2515156.583239302
22.0,4.639,32768,4153121.657361845
22.0,5.649,4096,6814013.176132844
22.0,7.918,512,15491424.791214267
22.0,16.772,64,35542739.14162307
