arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
34.0,4.073,262144,409271.0118442302
34.0,4.639,32768,380408.8296872195
34.0,5.649,4096,341341.12017159606
34.0,7.918,512,112967.99174544973
34.0,16.772,64,155599.3796870669
