arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
34.0,4.073,262144,380151.90966638585
34.0,4.639,32768,190824.71594895667
34.0,5.649,4096,108321.63358720178
34.0,7.918,512,123411.38785784722
34.0,16.772,64,117075.61860182503
