arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
30.0,4.073,262144,302378.3073403249
30.0,4.639,32768,1063314.551243422
30.0,5.649,4096,1136135.7345475936
30.0,7.918,512,1606143.4371615134
30.0,16.772,64,12100305.780887274
