arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,715312.5339024893
24.0,4.639,32768,1117137.0273668312
24.0,5.649,4096,2193103.95380292
24.0,7.918,512,4703648.600478569
24.0,16.772,64,11178084.086210256
