arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
36.0,4.073,262144,505921.5793549431
36.0,4.639,32768,104879.0585674757
36.0,5.649,4096,138763.18704180876
36.0,7.918,512,98773.68101878151
36.0,16.772,64,82532.94145370078
