arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
20.0,4.073,262144,2748330.052932508
20.0,4.639,32768,5803687.578254278
20.0,5.649,4096,9279052.085379088
20.0,7.918,512,18891592.44464979
20.0,16.772,64,38521111.3205016
