arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
26.0,4.073,262144,941907.527916621
26.0,4.639,32768,2551351.9842865663
26.0,5.649,4096,3870481.429890344
26.0,7.918,512,9987429.529730761
26.0,16.772,64,28519286.398155283
