arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
28.0,4.073,262144,692561.0236737265
28.0,4.639,32768,1491949.1265264375
28.0,5.649,4096,3199245.923603717
28.0,7.918,512,5923824.120949068
28.0,16.772,64,21146898.745486725
