arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,790718.7017644139
20.0,4.639,32768,1368348.7560311516
20.0,5.649,4096,3159000.8983167447
20.0,7.918,512,6675822.34611999
20.0,16.772,64,13374038.228223218
