arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
26.0,4.073,262144,621591.5374214806
26.0,4.639,32768,1721785.5222802868
26.0,5.649,4096,4148845.8502623355
26.0,7.918,512,9666156.009069894
26.0,16.772,64,28548020.51496443
