arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,578204.9662507232
32.0,4.639,32768,96513.59568993376
32.0,5.649,4096,165641.1149624392
32.0,7.918,512,209811.2682817584
32.0,16.772,64,185091.49085249705
