arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
38.0,4.073,262144,307741.2464620237
38.0,4.639,32768,232151.76438700611
38.0,5.649,4096,79294.12982686676
38.0,7.918,512,63819.59655152953
38.0,16.772,64,54439.33441914954
