arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
40.0,4.073,262144,112789.32496029932
40.0,4.639,32768,74900.84598320635
40.0,5.649,4096,119423.25594288576
40.0,7.918,512,44580.91953964162
40.0,16.772,64,40299.802840708784
