arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
40.0,4.073,262144,88172.42261614455
40.0,4.639,32768,111424.44548212927
40.0,5.649,4096,85143.69031819093
40.0,7.918,512,50763.28359158812
40.0,16.772,64,44701.81764760802
