arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
28.0,4.073,262144,251326.90353601225
28.0,4.639,32768,1427849.3614698995
28.0,5.649,4096,2976064.6969573763
28.0,7.918,512,7559521.89255478
28.0,16.772,64,22156092.887196448
