arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
22.0,4.073,262144,2341412.780439408
22.0,4.639,32768,3257943.321280007
22.0,5.649,4096,7658050.187439424
22.0,7.918,512,15749689.789401408
22.0,16.772,64,35819042.66945767
