arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,1229624.752190277
20.0,4.639,32768,1745727.048384426
20.0,5.649,4096,3372863.581847775
20.0,7.918,512,6630489.939087609
20.0,16.772,64,13579902.219481185
