arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
30.0,4.073,262144,117629.815187307
30.0,4.639,32768,902352.8890827579
30.0,5.649,4096,1344899.3932343044
30.0,7.918,512,3523312.7472949373
30.0,16.772,64,5868409.3960558
