arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
40.0,4.073,262144,65148.96501096545
40.0,4.639,32768,108208.14907852365
40.0,5.649,4096,78128.0170041452
40.0,7.918,512,54699.22760880632
40.0,16.772,64,38084.93370087442
