arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
22.0,4.073,262144,2992909.2012446686
22.0,4.639,32768,2913677.119215168
22.0,5.649,4096,7365355.798765597
22.0,7.918,512,15746444.517976368
22.0,16.772,64,35492446.76793451
