arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
34.0,4.073,262144,168863.09712604468
34.0,4.639,32768,390298.41978542524
34.0,5.649,4096,253375.7223985755
34.0,7.918,512,177633.38344466672
34.0,16.772,64,135054.6464213653
