arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,53844.87108351175
38.0,4.639,32768,91934.55966066297
38.0,5.649,4096,57360.30175129834
38.0,7.918,512,60732.65957456498
38.0,16.772,64,38620.248846945564
