arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,148590.28319509994
40.0,4.639,32768,146310.5336980219
40.0,5.649,4096,43202.09093319443
40.0,7.918,512,31559.08602922461
40.0,16.772,64,30595.540344958772
