arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
38.0,4.073,262144,161358.81030176196
38.0,4.639,32768,110814.62094416964
38.0,5.649,4096,97873.54575675697
38.0,7.918,512,64270.47889194541
38.0,16.772,64,53100.13834256931
