arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,94271.80901520878
34.0,4.639,32768,157372.53276858703
34.0,5.649,4096,108693.11064644346
34.0,7.918,512,72896.49966219229
34.0,16.772,64,88339.12771246952
