arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
38.0,4.073,262144,358780.9194884812
38.0,4.639,32768,135609.64494091118
38.0,5.649,4096,81028.67667684077
38.0,7.918,512,64430.386744144256
38.0,16.772,64,51986.77498172011
