arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
36.0,4.073,262144,214382.6933593288
36.0,4.639,32768,202783.3353458809
36.0,5.649,4096,133336.16299039056
36.0,7.918,512,119318.540256743
36.0,16.772,64,81938.7850166208
