arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
32.0,4.073,262144,291218.4157226325
32.0,4.639,32768,649974.3712501286
32.0,5.649,4096,610379.4334747854
32.0,7.918,512,1230759.3779886465
32.0,16.772,64,585795.2204200714
