arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
22.0,4.073,262144,2151823.7077974114
22.0,4.639,32768,4091839.6212174543
22.0,5.649,4096,7741618.649678438
22.0,7.918,512,16350967.996648546
22.0,16.772,64,35753117.370851815
