arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,1262074.0378999165
20.0,4.639,32768,2060304.047815516
20.0,5.649,4096,3350546.4030566714
20.0,7.918,512,6128973.280263343
20.0,16.772,64,13472507.52892742
