arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,51900.21102076561
34.0,4.639,32768,143004.02089801533
34.0,5.649,4096,142086.67083861175
34.0,7.918,512,97750.37702229082
34.0,16.772,64,75531.39456543881
