arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,1367761.2203133265
20.0,4.639,32768,2773988.279813561
20.0,5.649,4096,3364126.400050539
20.0,7.918,512,6554458.34832185
20.0,16.772,64,13653476.35789395
