arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,285638.7921676606
32.0,4.639,32768,598677.58581978
32.0,5.649,4096,135780.58440366207
32.0,7.918,512,177873.38709599027
32.0,16.772,64,210874.4862021008
